TICKER_SYMBOL,END_DATE,industrySymbol_level_1,industrySymbol_level_2,industrySymbol_level_3,Mid_L2,Mid_L3,classifi_by_14L2,classifi_by_14L3,industryName_level_1,industryName_level_2,industryName_level_3
416,2012-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
416,2012-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
416,2013-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
416,2013-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
416,2013-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
416,2013-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2009-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2009-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2009-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2009-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2010-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2011-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2012-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2012-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2012-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2012-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2013-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
560,2013-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
679,2009-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
679,2009-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
679,2009-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
679,2009-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
679,2010-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
753,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
753,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
753,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
753,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
753,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
753,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2009-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2009-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2009-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2009-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
759,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
796,2009-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
796,2009-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
796,2009-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
796,2009-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
796,2010-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
796,2010-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
796,2010-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
796,2010-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
829,2009-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2009-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2009-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2009-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
829,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
882,2009-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2009-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2009-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2009-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2010-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2010-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2010-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2010-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2011-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2011-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2011-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2011-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2012-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2012-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2012-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2012-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2013-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2013-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2013-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
882,2013-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
2024,2009-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2009-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2009-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2009-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2024,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2009-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2009-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2009-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2009-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2251,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2009-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2009-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2009-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2009-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2264,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2336,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2416,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2556,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2556,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2556,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2697,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2697,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2697,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2697,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2697,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
2697,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2009-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300022,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300178,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300178,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300178,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
300178,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2009-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2009-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2009-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2009-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600122,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600234,2009-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600234,2009-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600234,2009-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600234,2009-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600234,2010-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600234,2010-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600234,2010-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600234,2010-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600234,2011-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600234,2011-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600234,2011-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600327,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600327,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2009-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2009-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2009-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2009-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2010-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2010-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2010-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2010-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2011-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2011-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2011-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2011-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2012-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2012-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2012-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2012-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2013-03-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2013-06-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2013-09-30,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600361,2013-12-31,450000,450100,450102,450100,450102,450100,450401,商业贸易,零售,专业连锁
600655,2009-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2009-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2009-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2009-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2010-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2010-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2010-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2010-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2011-03-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2011-06-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2011-09-30,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
600655,2011-12-31,450000,450100,450101,450100,450101,450100,450101,商业贸易,零售,百货零售
